"","timestamp","√.lvaro.Obreg√≥n.Wind.Speed..80.m.","√.lvaro.Obreg√≥n.Wind.Direction..80.m."
"528",2020-05-01 23:00:00,8.534353,117.64597
"529",2020-05-02 00:00:00,5.8603754,79.38034
"530",2020-05-02 01:00:00,7.8954163,46.847595
"531",2020-05-02 02:00:00,9,53.130096
"532",2020-05-02 03:00:00,10.30883,65.224846
"533",2020-05-02 04:00:00,11.525623,75.52971
"534",2020-05-02 05:00:00,11.525623,75.52971
"535",2020-05-02 06:00:00,10.829959,74.577835
"536",2020-05-02 07:00:00,10.483357,74.054596
"537",2020-05-02 08:00:00,9,89.99999
"538",2020-05-02 09:00:00,13.849476,98.97262
"539",2020-05-02 10:00:00,16.263872,95.079605
"540",2020-05-02 11:00:00,16.981165,94.86451
"541",2020-05-02 12:00:00,18.486622,96.70984
"542",2020-05-02 13:00:00,20.364674,98.1301
