"","timestamp","Armadillo.de.los.Infante.Wind.Speed..80.m.","Armadillo.de.los.Infante.Wind.Direction..80.m."
"480",2020-04-29 23:00:00,41.741375,104.99507
"481",2020-04-30 00:00:00,43.037693,107.525566
"482",2020-04-30 01:00:00,31.435646,103.24051
"483",2020-04-30 02:00:00,18.129137,96.84277
"484",2020-04-30 03:00:00,15.328561,99.46232
"485",2020-04-30 04:00:00,12.864649,107.92791
"486",2020-04-30 05:00:00,9.793058,107.10272
"487",2020-04-30 06:00:00,8.287822,92.48955
"488",2020-04-30 07:00:00,8.64,89.99999
"489",2020-04-30 08:00:00,7.2,126.869896
"490",2020-04-30 09:00:00,10.587917,107.818886
"491",2020-04-30 10:00:00,13.358861,104.03624
"492",2020-04-30 11:00:00,16.24394,102.80426
"493",2020-04-30 12:00:00,23.377836,99.75242
"494",2020-04-30 13:00:00,28.528723,100.17551
"495",2020-04-30 14:00:00,31.355152,102.60016
"496",2020-04-30 15:00:00,32.83705,105.25512
"497",2020-04-30 16:00:00,31.450073,105.9454
"498",2020-04-30 17:00:00,28.988384,104.381386
"499",2020-04-30 18:00:00,24.717085,102.61932
"500",2020-04-30 19:00:00,23.051247,104.47029
"501",2020-04-30 20:00:00,23.667091,116.175285
"502",2020-04-30 21:00:00,21.194187,110.897766
"503",2020-04-30 22:00:00,20.140705,114.27444
"504",2020-04-30 23:00:00,17.22742,116.02959
"505",2020-05-01 00:00:00,12.245293,114.30454
"506",2020-05-01 01:00:00,9.826088,118.442924
"507",2020-05-01 02:00:00,6.9247384,117.89726
"508",2020-05-01 03:00:00,5.154415,114.77514
"509",2020-05-01 04:00:00,3.6,126.869896
"510",2020-05-01 05:00:00,2.3051248,128.6598
"511",2020-05-01 06:00:00,1.2979984,123.69006
"512",2020-05-01 07:00:00,0,180
"513",2020-05-01 08:00:00,1.0182338,44.999985
"514",2020-05-01 09:00:00,1.1384199,108.434944
"515",2020-05-01 10:00:00,1.484318,104.03624
"516",2020-05-01 11:00:00,2.8799999,89.99999
"517",2020-05-01 12:00:00,5.3999996,89.99999
"518",2020-05-01 13:00:00,9,89.99999
"519",2020-05-01 14:00:00,12.599999,89.99999
"520",2020-05-01 15:00:00,16.56,89.99999
"521",2020-05-01 16:00:00,18.374111,92.245735
"522",2020-05-01 17:00:00,20.598795,95.013115
"523",2020-05-01 18:00:00,23.97989,97.76516
"524",2020-05-01 19:00:00,28.1169,103.324524
"525",2020-05-01 20:00:00,24.821732,109.48613
"526",2020-05-01 21:00:00,23.540806,113.42869
"527",2020-05-01 22:00:00,20.46941,113.860176
"528",2020-05-01 23:00:00,16.45007,113.19859
